record_id,doi,title,year,venue,source_databases,query_ids,openalex_id,crossref_url,identification_status,screen_title_abstract,screen_title_abstract_reason,fulltext_status,screen_fulltext,screen_fulltext_reason,evidence_lanes,A_trait,A_manipulated,pollinator_response_measured,antagonist_response_measured,common_reproductive_outcome,selection_form,cue_architecture,evolutionary_level,causal_strength,claim_ceiling,study_region,country_or_ocean_basin,latitude_reported,longitude_reported,spatial_grain,spatial_extent,single_site_vs_multisite,geographic_contrast,receiver_assemblage_contrast,biogeographic_context,historical_or_phylogenetic_context,notes
SCHPRISMA-000503,10.12677/br.2016.56024,Molecular Mechanisms and Natural Selection of Flower Color Variation,2016,Botanical Research,OPENALEX,Q01;Q03;Q06;Q07;Q08;Q09;Q10;Q12,https://openalex.org/W2566282601,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000504,10.3389/fpls.2016.00509,Monoterpenol Oxidative Metabolism: Role in Plant Adaptation and Potential Applications,2016,Frontiers in Plant Science,OPENALEX,Q01;Q02,https://openalex.org/W2344833478,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000505,,More than symbioses : orchid ecology ; with examples from the Sydney Region,2013,Publication Server of Goethe University Frankfurt am Main (Goethe University Frankfurt),OPENALEX,Q08,https://openalex.org/W2185378701,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000506,10.1111/j.1420-9101.2010.01989.x,Morph‐specific selection on floral traits in a polymorphic plant,2010,Journal of Evolutionary Biology,OPENALEX,Q01;Q03;Q08;Q09;Q10;Q12,https://openalex.org/W1525944484,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000507,10.1105/tpc.104.030353,Morphogenesis of Flowers—Our Evolving View,2005,The Plant Cell,OPENALEX,Q10,https://openalex.org/W2146243809,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000508,10.14719/pst.7831,"Mosquito-mediated pollination: Exploring sensory cues, plant volatiles and ecological roles",2026,Plant Science Today,OPENALEX,Q01;Q05;Q07,https://openalex.org/W7164863302,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000509,10.24072/pcjournal.279,"Most diverse, most neglected: weevils (Coleoptera: Curculionoidea) are ubiquitous specialized brood-site pollinators of tropical flora",2023,Peer Community Journal,OPENALEX,Q01;Q02;Q03;Q05;Q08;Q10;Q12,https://openalex.org/W4297416188,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000510,,"Moth pollination, low seed set, and vestigialization of attractive floral traits in Abronia umbellata (Nyctaginaceae)",2012,QSpace (Queen's University Library),OPENALEX,Q01;Q05;Q08;Q09;Q10,https://openalex.org/W2555360297,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000511,10.5282/ubm/epub.14654,Multifunctional Bracts in the Dove Tree Davidia involucrata (Nyssaceae:Cornales),2008,The American Naturalist,OPENALEX,Q09;Q10,https://openalex.org/W2149493151,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000512,10.1086/523953,Multifunctional Bracts in the Dove Tree Davidia involucrata (Nyssaceae: Cornales): Rain Protection and Pollinator Attraction,2007,The American Naturalist,OPENALEX,Q10,https://openalex.org/W2174954048,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000513,10.3390/plants15040595,Multifunctional Roles of Extrafloral Nectaries in Shaping Plant–Insect Interactions,2026,Plants,OPENALEX,Q13,https://openalex.org/W7128770012,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000514,10.1111/brv.13060,Multifunctionality of angiosperm floral bracts: a review,2024,Biological reviews/Biological reviews of the Cambridge Philosophical Society,OPENALEX,Q01;Q02;Q03;Q04;Q08;Q12;Q13,https://openalex.org/W4391400595,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000515,10.1007/s10886-020-01239-6,Multiple Attack to Inflorescences of an Annual Plant Does Not Interfere with the Attraction of Parasitoids and Pollinators,2021,Journal of Chemical Ecology,OPENALEX,Q01;Q02;Q05;Q10;Q11,https://openalex.org/W3122395958,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000516,10.1038/srep27616,Multiple functions of volatiles in flowers and leaves of Elsholtzia rugulosa (Lamiaceae) from southwestern China,2016,Scientific Reports,OPENALEX,Q01;Q05;Q08;Q09,https://openalex.org/W2413651346,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000517,10.1002/ecm.1397,Multiple metrics of latitudinal patterns in insect pollination and herbivory for a tropical‐temperate congener pair,2019,Ecological Monographs,OPENALEX,Q08;Q10,https://openalex.org/W2986303930,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000518,10.53846/goediss-4933,Multitrophic interactions along a plant size gradient in Brassicaceae,2015,,OPENALEX,Q01;Q03;Q04;Q09;Q10;Q12;Q13,https://openalex.org/W999047782,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000519,10.53846/goediss-1841,Multitrophic plant insect interactions in dependence of belowground processes,2005,,OPENALEX,Q09;Q10;Q12,https://openalex.org/W4226342827,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000520,10.1002/ece3.74123,Mutualism and Antagonism in a Post‐Extinction Hawaiian Bird–Lobelioid Pollination System,2026,Ecology and Evolution,OPENALEX,Q13,https://openalex.org/W7196986504,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000521,10.7208/chicago/9780226713540.003.0005,Mutualism from Antagonism,2007,,OPENALEX,Q10,https://openalex.org/W4256081356,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000522,10.1098/rstb.2021.0166,Mutualism has its limits: consequences of asymmetric interactions between a well-defended plant and its herbivorous pollinator,2022,Philosophical Transactions of the Royal Society B Biological Sciences,OPENALEX,Q05,https://openalex.org/W4225279546,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000523,10.1073/pnas.1301421110,Mutualists and antagonists drive among-population variation in selection and evolution of floral display in a perennial herb,2013,Proceedings of the National Academy of Sciences,OPENALEX,Q08;Q10;Q12,https://openalex.org/W2013432491,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000524,10.1071/bt23073,"Myrtaceae anther glands: morphology, anatomy and variation in glandular contents",2024,Australian Journal of Botany,OPENALEX,Q08,https://openalex.org/W4392376318,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000525,,Natural Selection By Insect Pollinators and Seed Predators on Floral Head Traits of Helianthus Grosseserratus (Sawtooth Sunflower),2016,UWM Digital Commons (University of Wisconsin–Milwaukee),OPENALEX,Q08;Q09;Q12,https://openalex.org/W2474419083,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000526,10.26786/1920-7603(2024)758,Natural selection by pollinators on floral attractive and defensive traits did not translate into selection via fruits in common milkweed,2024,Journal of Pollination Ecology,OPENALEX,Q01;Q03;Q04;Q05;Q08;Q09;Q10;Q11;Q12;Q13,https://openalex.org/W4393345435,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000527,10.1086/657251,Natural Selection in Plants 151 Years after the Origin:,2010,International Journal of Plant Sciences,OPENALEX,Q08;Q09,https://openalex.org/W2322861450,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000528,10.1111/nph.20157,Natural selection on floral volatiles and other traits can change with snowmelt timing and summer precipitation,2024,New Phytologist,OPENALEX,Q01;Q02;Q03;Q05;Q06;Q08;Q09;Q10;Q12,https://openalex.org/W4402924143,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000529,10.3732/ajb.0900348,"Natural selection on inflorescence color polymorphisms in wild Protea populations: The role of pollinators, seed predators, and intertrait correlations",2010,American Journal of Botany,OPENALEX,Q12,https://openalex.org/W2106162164,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000530,10.4161/psb.4.9.9393,Nectar chemistry is tailored for both attraction of mutualists and protection from exploiters,2009,Plant Signaling & Behavior,OPENALEX,Q01;Q04,https://openalex.org/W2169287124,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000531,10.1111/j.1744-7429.2004.tb00313.x,Nectar in Hummingbird–pollinated Neotropical Plants II: Interactions with Flower Visitors,2004,Biotropica,OPENALEX,Q13,https://openalex.org/W4234822225,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000532,10.1646/03105-q1560,Nectar in Hummingbird-pollinated Neotropical Plants II: Interactions with Flower Visitors1,2004,Biotropica,OPENALEX,Q13,https://openalex.org/W2178506703,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000533,10.3389/fpls.2018.01063,Nectar in Plant–Insect Mutualistic Relationships: From Food Reward to Partner Manipulation,2018,Frontiers in Plant Science,OPENALEX,Q01;Q03;Q04;Q08;Q12;Q13,https://openalex.org/W2883717703,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000534,10.1007/s00248-022-02078-6,Nectar-Inhabiting Bacteria Affect Olfactory Responses of an Insect Parasitoid by Altering Nectar Odors,2022,Microbial Ecology,OPENALEX,Q01;Q05,https://openalex.org/W4289313472,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000535,10.1101/2020.06.10.143909,"Nectar larceny in the trainbearers ( Lesbia , Trochilidae)",2020,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q13,https://openalex.org/W3034985661,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000536,10.1890/15-0858.1,Nectar microbes can reduce secondary metabolites in nectar and alter effects on nectar consumption by pollinators,2016,Ecology,OPENALEX,Q01,https://openalex.org/W2295405899,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000537,10.1111/1442-1984.12446,Nectar robbers and simulated robbing differ in their effects on nectar microbial communities,2024,Plant Species Biology,OPENALEX,Q04,https://openalex.org/W4390950897,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000538,10.1002/ece3.73933,Nectar Robbery by Native and Invasive Bumblebees Reduces Floral Rewards but Not Seed Production in Desfontainia fulgens,2026,Ecology and Evolution,OPENALEX,Q10;Q13,https://openalex.org/W7166545956,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000539,10.15381/rpb.v32i3.30866,Nectar robbery in Campsidium valdivianum: observations on floral morphology and the role of bumblebees and birds in southern Chile,2025,Revista Peruana de Biología,OPENALEX,Q13,https://openalex.org/W4415079374,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000540,10.1111/oik.07556,Nectar robbing and plant reproduction: an interplay of positive and negative effects,2021,Oikos,OPENALEX,Q13,https://openalex.org/W3129041108,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000541,10.1007/s10265-026-01722-3,Nectar robbing as a mechanism of biotic resistance against an invasive plant in the Galápagos Islands,2026,Journal of Plant Research,OPENALEX,Q08;Q09;Q10;Q13,https://openalex.org/W7160916618,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000542,10.1890/0012-9658(1999)080[1703:nrbbrt]2.0.co;2,NECTAR-ROBBING BUMBLE BEES REDUCE THE FITNESS OFIPOMOPSIS AGGREGATA(POLEMONIACEAE),1999,Ecology,OPENALEX,Q01;Q03;Q04;Q08;Q12;Q13,https://openalex.org/W2010983896,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000543,10.1002/ece3.10714,Nectar robbing by bees affects the reproductive fitness of the distylous plant Tirpitzia sinensis (Linaceae),2023,Ecology and Evolution,OPENALEX,Q01;Q04;Q13,https://openalex.org/W4388595741,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000544,10.11609/jott.8023.14.10.22001-22007,"Nectar robbing by bees on the flowers of Volkameria inermis (Lamiaceae) in Coringa Wildlife Sanctuary, Andhra Pradesh, India",2022,Journal of Threatened Taxa,OPENALEX,Q13,https://openalex.org/W4307290976,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000545,10.1111/btp.13319,"Nectar robbing effects on pollinators of a key nectar source plant (Tecoma fulva, Bignoniaceae) in a dry tropical Andean valley",2024,Biotropica,OPENALEX,Q10;Q13,https://openalex.org/W4393196611,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000546,10.1038/s41598-019-44741-y,Nectar robbing in bellflower (Sesamum radiatum) benefited pollinators but unaffected maternal function of plant reproduction,2019,Scientific Reports,OPENALEX,Q13,https://openalex.org/W2948807152,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000547,10.1016/j.rmb.2016.09.004,"Nectar robbing in Collaea cipoensis (Fabaceae), an endemic shrub of the Brazilian rupestrian grasslands",2016,Revista Mexicana de Biodiversidad,OPENALEX,Q10;Q12;Q13,https://openalex.org/W2550869983,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000548,10.1371/journal.pone.0102607,Nectar Robbing Positively Influences the Reproductive Success of Tecomella undulata (Bignoniaceae),2014,PLoS ONE,OPENALEX,Q04,https://openalex.org/W2020406739,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000549,10.1002/ecs2.4077,Nectar robbing rather than pollinator availability constrains reproduction of a bee‐flowered plant at high elevations,2022,Ecosphere,OPENALEX,Q13,https://openalex.org/W4282835713,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000550,10.1111/1365-2745.12166,Nectar thieves influence reproductive fitness by altering behaviour of nectar robbers and legitimate pollinators in C orydalis ambigua ( F umariaceae),2013,Journal of Ecology,OPENALEX,Q07;Q08;Q10;Q13,https://openalex.org/W2019232228,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000551,10.13102/sociobiology.v68i4.7259,Negative effects of ant-plant interaction on pollination: costs of a mutualism,2021,Sociobiology,OPENALEX,Q05;Q08,https://openalex.org/W4200200734,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000552,10.5586/aa.1704,New perspectives in nectar evolution and ecology: simple alimentary reward or a complex multiorganism interaction?,2017,Acta Agrobotanica,OPENALEX,Q01,https://openalex.org/W2601455576,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000553,10.1046/j.1442-1984.1999.00014.x,New Perspectives in Pollination Biology: Floral Fragrances. A day in the life of a linalool molecule: Chemical communication in a plant‐pollinator system. Part 1: Linalool biosynthesis in flowering plants,1999,Plant Species Biology,OPENALEX,Q01;Q05,https://openalex.org/W1974812350,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000554,10.1038/s41598-017-01980-1,Nicotine in floral nectar pharmacologically influences bumblebee learning of floral features,2017,Scientific Reports,OPENALEX,Q01;Q07;Q10,https://openalex.org/W2612918197,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000555,10.1038/s41598-024-52146-9,No evidence for competition over floral resources between winter-active parasitoids and pollinators in agroecosystems,2024,Scientific Reports,OPENALEX,Q10,https://openalex.org/W4391262724,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000556,10.1186/s12898-019-0245-9,No evidence of flowering synchronization upon floral volatiles for a short lived annual plant species: revisiting an appealing hypothesis,2019,BMC Ecology,OPENALEX,Q01;Q02;Q03;Q05;Q08;Q12,https://openalex.org/W2964720645,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000557,10.1002/ajb2.1209,No evidence that seed predators constrain pollinator‐mediated trait evolution in a tropical vine,2019,American Journal of Botany,OPENALEX,Q08;Q10;Q12,https://openalex.org/W2908680321,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000558,10.1111/nph.20060,Nocturnal burst emissions of germacrene D from the open disk florets of pyrethrum flowers induce moths to oviposit on a nonhost and improve pollination success,2024,New Phytologist,OPENALEX,Q05;Q11,https://openalex.org/W4402015396,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000559,10.1007/s10886-016-0688-9,Nocturnal Plant Bugs Use cis-Jasmone to Locate Inflorescences of an Araceae as Feeding and Mating Site,2016,Journal of Chemical Ecology,OPENALEX,Q02,https://openalex.org/W2340824539,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000560,10.24294/th.v4i1.1804,Non-pollinating floral visitors of the Cucurbita genus plants and their relationship with the presence of pollinating bees,2021,Trends in Horticulture,OPENALEX,Q05;Q13,https://openalex.org/W4312457544,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000561,10.1093/oso/9780198570851.003.0007,Non-pollinator agents of selection on floral traits,2006,,OPENALEX,Q10,https://openalex.org/W4388364834,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000562,10.1101/538702,Not all interactions are positive: testing how antagonistic interactions impact the robustness of plant-pollinator networks,2019,bioRxiv (Cold Spring Harbor Laboratory),OPENALEX,Q13,https://openalex.org/W2911928809,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000563,10.1038/s41598-018-35191-z,Novel Insect Florivory Strategy Initiates Autogamy in Unopened Allogamous Flowers,2018,Scientific Reports,OPENALEX,Q08;Q10,https://openalex.org/W2901769319,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000564,10.1002/ece3.8068,Novel nectar robbing negatively affects reproduction in Digitalis purpurea,2021,Ecology and Evolution,OPENALEX,Q10;Q13,https://openalex.org/W3163315994,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000565,10.22541/au.162028592.24138518/v1,Novel nectar robbing negatively affects reproduction in Digitalis purpurea,2021,,OPENALEX,Q10;Q13,https://openalex.org/W4244963952,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000566,10.1093/molbev/msaa300,Odorant Receptors for Detecting Flowering Plant Cues Are Functionally Conserved across Moths and Butterflies,2020,Molecular Biology and Evolution,OPENALEX,Q01;Q05;Q11,https://openalex.org/W3107700078,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000567,10.1002/ecy.2164,On the ecological significance of pollen color: a case study in American trout lily (Erythronium americanum),2018,Ecology,OPENALEX,Q06,https://openalex.org/W2792013500,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000568,10.22541/au.176636716.65953569/v1,Ontogenetic shifts in prey selection by flower-dwelling spiders: implications for spiderling predation on floral exploiters,2025,,OPENALEX,Q10;Q13,https://openalex.org/W7116703747,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000569,10.3732/ajb.0800055,Opportunistic nectar‐feeding birds are effective pollinators of bird‐flowers from Canary Islands: experimental evidence from Isoplexis canariensis (Scrophulariaceae),2008,American Journal of Botany,OPENALEX,Q13,https://openalex.org/W2131480485,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000570,10.1111/j.0014-3820.2004.tb00872.x,OPPOSING NATURAL SELECTION FROM HERBIVORES AND PATHOGENS MAY MAINTAIN FLORAL-COLOR VARIATION IN CLAYTONIA VIRGINICA (PORTULACACEAE),2004,Evolution,OPENALEX,Q06,https://openalex.org/W2142851853,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000571,10.1554/03-477,OPPOSING NATURAL SELECTION FROM HERBIVORES AND PATHOGENS MAY MAINTAIN FLORAL-COLOR VARIATION IN CLAYTONIA VIRGINICA (PORTULACACEAE),2004,Evolution,OPENALEX,Q06,https://openalex.org/W4234569763,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000572,10.1007/s11252-024-01657-4,Optimizing plant species composition of green roofs for ecological functionality and biodiversity conservation,2025,Urban Ecosystems,OPENALEX,Q10,https://openalex.org/W4406215568,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000573,,"Orchidaceae of the State Park of Serra de Caldas Novas, Goiás State, Brazil",2009,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),OPENALEX,Q08,https://openalex.org/W7120712631,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000574,,Ornithophilous understory plant species and their interactions with hummingbirds,2014,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),OPENALEX,Q10;Q13,https://openalex.org/W7120578489,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000575,10.3732/ajb.1700204,Ornithophily for the nonspecialist: Differential pollination efficiency of the Macaronesian island paleoendemic Navaea phoenicea (Malvaceae) by generalist passerines,2017,American Journal of Botany,OPENALEX,Q13,https://openalex.org/W2765880985,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000576,10.1111/plb.70053,Overabundant populations of large wild herbivores disrupt plant–pollinator networks in a Mediterranean ecosystem,2025,Plant Biology,OPENALEX,Q08,https://openalex.org/W4412493926,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHPRISMA-000577,10.1038/srep29886,Oviposition by mutualistic seed-consuming pollinators reduces fruit abortion in a recently discovered pollination mutualism,2016,Scientific Reports,OPENALEX,Q09;Q12,https://openalex.org/W2464379123,,UNSCREENED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
